Date,ABBV,ACN,AEP,AIZ,ALLE,AMAT,AMP,AMZN,AVB,AVY,AXP,BDX,BF-B,BMY,BR,CARR,CDW,CE,CHTR,CNC,CNP,COP,CTAS,CZR,DG,DPZ,DXC,EWA,EWC,EWG,EWH,EWJ,EWL,EWQ,EWT,EWU,EWY,EWZ,FTV,GOOG,GPC,GSG,HIG,HIGH.L,HST,HYG,IAU,ICLN,IEAA.L,IEF,IEFM.L,IEMG,IEUS,IEVL.L,IGF,INDA,IUMO.L,IUVL.L,IVV,IWM,IXN,JPEA.L,JPM,KR,LQD,MCHI,META,MVEU.L,OGN,PG,PPL,PRU,PYPL,REET,ROL,ROST,SEGA.L,SHY,SLV,SPMV.L,TLT,UNH,URI,V,VRSK,VXX,WRK,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XOM
2022-01-04,121.59381103515625,387.9819030761719,79.90505981445312,150.57363891601562,127.74008178710938,154.62240600585938,304.4361572265625,167.52200317382812,233.64044189453125,207.18934631347656,167.32701110839844,236.78451538085938,69.10562133789062,56.004268646240234,172.65048217773438,51.79931640625,202.14816284179688,161.99078369140625,640.77001953125,81.08000183105469,25.53183364868164,69.24290466308594,413.8226318359375,89.94999694824219,225.97125244140625,518.3058471679688,34.11000061035156,22.680709838867188,36.161216735839844,30.66864013671875,21.39227867126465,65.24227905273438,49.594703674316406,36.34484100341797,51.06000518798828,30.728654861450195,74.80719757080078,22.09280776977539,73.0819091796875,144.25234985351562,131.71946716308594,17.3700008392334,67.00391387939453,5.552000045776367,16.131074905395508,74.95154571533203,34.52000045776367,20.394411087036133,5.3379998207092285,106.38395690917969,835.25,56.24766540527344,64.66179656982422,7.49399995803833,44.384212493896484,46.681461334228516,12.385000228881836,9.734999656677246,461.81689453125,217.35655212402344,63.30697250366211,5.9029998779296875,155.24652099609375,43.44389343261719,118.9123306274414,58.089805603027344,335.8398742675781,56.775001525878906,27.38733673095703,152.67469787597656,27.476839065551758,99.49962615966797,191.13999938964844,28.51432228088379,32.6927375793457,109.79121398925781,108.66500091552734,80.08866119384766,21.31999969482422,84.13999938964844,132.58718872070312,473.61956787109375,339.8050231933594,217.802001953125,218.1409149169922,286.0799865722656,42.603153228759766,85.93443298339844,76.18629455566406,53.895572662353516,38.697452545166016,102.71259307861328,169.91307067871094,72.61422729492188,65.31023406982422,132.2716827392578,204.5595245361328,59.78525161743164
2022-01-05,122.2325439453125,381.1492614746094,80.6441650390625,149.20863342285156,124.75883483886719,150.11141967773438,301.43084716796875,164.35699462890625,230.00466918945312,205.32778930664062,165.54396057128906,237.8848419189453,69.511962890625,56.03130340576172,169.67691040039062,50.40376281738281,197.6803436279297,163.5337677001953,624.8599853515625,79.79000091552734,25.476028442382812,68.05542755126953,395.2005310058594,84.1500015258789,226.06796264648438,504.0234680175781,33.470001220703125,22.402254104614258,35.716190338134766,30.567214965820312,21.063446044921875,64.9444580078125,49.030914306640625,36.28041076660156,50.44972610473633,30.601194381713867,73.35322570800781,21.508859634399414,71.53852081298828,137.49703979492188,130.4054412841797,17.389999389648438,66.5593032836914,5.550000190734863,15.653717994689941,74.37265014648438,34.40999984741211,19.443124771118164,5.334000110626221,105.93549346923828,838.3499755859375,55.40367126464844,64.30122375488281,7.54449987411499,43.9946403503418,46.60161209106445,12.329999923706055,9.880000114440918,452.8150939941406,209.9947509765625,61.46527099609375,5.888000011444092,152.4082794189453,44.046104431152344,118.21451568603516,56.778804779052734,323.5052185058594,56.779998779296875,27.022401809692383,153.36582946777344,27.531808853149414,97.47830963134766,187.16000366210938,27.999792098999023,31.737716674804688,106.39541625976562,108.6500015258789,79.98558044433594,21.0,83.91999816894531,131.867431640625,472.4521789550781,327.9883117675781,215.3935089111328,210.84103393554688,308.6400146484375,42.98479080200195,85.92494201660156,74.27308654785156,53.88646697998047,38.2491340637207,101.73392486572266,164.6883087158203,72.54875183105469,65.27324676513672,131.32962036132812,199.0401153564453,60.5288200378418
2022-01-06,121.65678405761719,362.743408203125,80.3827896118164,148.7504425048828,123.56248474121094,152.65003967285156,305.50811767578125,163.25399780273438,230.718994140625,205.35653686523438,167.06097412109375,234.8566131591797,66.97722625732422,55.90400314331055,166.62677001953125,51.491329193115234,200.28334045410156,161.54861450195312,631.9500122070312,76.33999633789062,25.71785545349121,70.6103286743164,392.2996826171875,86.5999984741211,228.0018310546875,507.7804260253906,33.72999954223633,22.00702667236328,35.990779876708984,30.45655632019043,21.072580337524414,64.46410369873047,48.66445541381836,35.9766960144043,50.45726013183594,30.57387924194336,72.78511810302734,21.711618423461914,71.67703247070312,137.3946533203125,131.6819305419922,17.600000381469727,67.6377182006836,5.543000221252441,15.62669849395752,74.38127899169922,34.0,19.171327590942383,5.326000213623047,105.67393493652344,821.0999755859375,55.609981536865234,63.58008575439453,7.515999794006348,43.95753479003906,46.6614990234375,12.045000076293945,9.692500114440918,452.4781799316406,211.1927032470703,61.24860382080078,5.841000080108643,154.0274658203125,44.33780288696289,118.06046295166016,57.55220031738281,331.7782287597656,55.775001525878906,27.37864875793457,152.07696533203125,27.495159149169922,99.07085418701172,192.27000427246094,27.971725463867188,32.36475372314453,106.18195343017578,108.54000091552734,79.9200210571289,20.510000228881836,82.73999786376953,132.2089080810547,453.1175842285156,328.13525390625,215.1487274169922,209.22756958007812,310.0799865722656,42.93824768066406,84.84280395507812,74.60498046875,55.08819580078125,38.81190872192383,102.20405578613281,163.85665893554688,72.35228729248047,64.59841918945312,129.81080627441406,198.52145385742188,61.9525032043457
2022-01-07,121.3419189453125,355.7859802246094,81.84298706054688,151.52822875976562,122.17315673828125,147.25054931640625,305.632568359375,162.5540008544922,227.91664123535156,204.61770629882812,168.49098205566406,239.0133819580078,65.93236541748047,57.13155746459961,163.97825622558594,49.893653869628906,192.67837524414062,161.88731384277344,610.489990234375,76.33999633789062,25.727163314819336,72.54449462890625,386.86785888671875,89.66000366210938,230.39013671875,492.30718994140625,33.34000015258789,22.11481475830078,36.27485275268555,30.53032684326172,21.39227867126465,64.05099487304688,48.88056945800781,36.23439407348633,49.831912994384766,30.938066482543945,74.65312957763672,22.117137908935547,71.18236541748047,136.84877014160156,130.4054412841797,17.649999618530273,68.1674575805664,5.5279998779296875,16.401277542114258,74.19121551513672,34.150001525878906,19.083965301513672,5.320000171661377,105.32823944091797,815.4000244140625,56.106998443603516,63.91291427612305,7.527500152587891,44.20798110961914,47.0407829284668,11.979999542236328,9.755000114440918,450.66815185546875,208.7484588623047,60.588748931884766,5.822000026702881,155.5535888671875,45.27875518798828,117.55299377441406,58.46707534790039,331.109619140625,55.439998626708984,28.160648345947266,151.99293518066406,27.715051651000977,100.44464874267578,187.60000610351562,27.80333709716797,32.49980926513672,101.86442565917969,108.31999969482422,79.90129089355469,20.6200008392334,82.16999816894531,131.258544921875,442.45660400390625,319.1380920410156,212.41717529296875,203.30502319335938,301.1199951171875,43.69219970703125,84.76687622070312,74.61474609375,55.84382629394531,39.269752502441406,102.17528533935547,162.34986877441406,72.42713165283203,65.0883560180664,129.14756774902344,195.21372985839844,62.46030044555664
2022-01-08,121.3419189453125,355.7859802246094,81.84298706054688,151.52822875976562,122.17315673828125,147.25054931640625,305.632568359375,162.5540008544922,227.91664123535156,204.61770629882812,168.49098205566406,239.0133819580078,65.93236541748047,57.13155746459961,163.97825622558594,49.893653869628906,192.67837524414062,161.88731384277344,610.489990234375,76.33999633789062,25.727163314819336,72.54449462890625,386.86785888671875,89.66000366210938,230.39013671875,492.30718994140625,33.34000015258789,22.11481475830078,36.27485275268555,30.53032684326172,21.39227867126465,64.05099487304688,48.88056945800781,36.23439407348633,49.831912994384766,30.938066482543945,74.65312957763672,22.117137908935547,71.18236541748047,136.84877014160156,130.4054412841797,17.649999618530273,68.1674575805664,5.5279998779296875,16.401277542114258,74.19121551513672,34.150001525878906,19.083965301513672,5.320000171661377,105.32823944091797,815.4000244140625,56.106998443603516,63.91291427612305,7.527500152587891,44.20798110961914,47.0407829284668,11.979999542236328,9.755000114440918,450.66815185546875,208.7484588623047,60.588748931884766,5.822000026702881,155.5535888671875,45.27875518798828,117.55299377441406,58.46707534790039,331.109619140625,55.439998626708984,28.160648345947266,151.99293518066406,27.715051651000977,100.44464874267578,187.60000610351562,27.80333709716797,32.49980926513672,101.86442565917969,108.31999969482422,79.90129089355469,20.6200008392334,82.16999816894531,131.258544921875,442.45660400390625,319.1380920410156,212.41717529296875,203.30502319335938,301.1199951171875,43.69219970703125,84.76687622070312,74.61474609375,55.84382629394531,39.269752502441406,102.17528533935547,162.34986877441406,72.42713165283203,65.0883560180664,129.14756774902344,195.21372985839844,62.46030044555664
2022-01-09,121.3419189453125,355.7859802246094,81.84298706054688,151.52822875976562,122.17315673828125,147.25054931640625,305.632568359375,162.5540008544922,227.91664123535156,204.61770629882812,168.49098205566406,239.0133819580078,65.93236541748047,57.13155746459961,163.97825622558594,49.893653869628906,192.67837524414062,161.88731384277344,610.489990234375,76.33999633789062,25.727163314819336,72.54449462890625,386.86785888671875,89.66000366210938,230.39013671875,492.30718994140625,33.34000015258789,22.11481475830078,36.27485275268555,30.53032684326172,21.39227867126465,64.05099487304688,48.88056945800781,36.23439407348633,49.831912994384766,30.938066482543945,74.65312957763672,22.117137908935547,71.18236541748047,136.84877014160156,130.4054412841797,17.649999618530273,68.1674575805664,5.5279998779296875,16.401277542114258,74.19121551513672,34.150001525878906,19.083965301513672,5.320000171661377,105.32823944091797,815.4000244140625,56.106998443603516,63.91291427612305,7.527500152587891,44.20798110961914,47.0407829284668,11.979999542236328,9.755000114440918,450.66815185546875,208.7484588623047,60.588748931884766,5.822000026702881,155.5535888671875,45.27875518798828,117.55299377441406,58.46707534790039,331.109619140625,55.439998626708984,28.160648345947266,151.99293518066406,27.715051651000977,100.44464874267578,187.60000610351562,27.80333709716797,32.49980926513672,101.86442565917969,108.31999969482422,79.90129089355469,20.6200008392334,82.16999816894531,131.258544921875,442.45660400390625,319.1380920410156,212.41717529296875,203.30502319335938,301.1199951171875,43.69219970703125,84.76687622070312,74.61474609375,55.84382629394531,39.269752502441406,102.17528533935547,162.34986877441406,72.42713165283203,65.0883560180664,129.14756774902344,195.21372985839844,62.46030044555664
2022-01-10,122.70036315917969,357.9451904296875,81.57257843017578,149.24679565429688,120.68734741210938,146.0593719482422,304.981689453125,161.48599243164062,227.70603942871094,199.0714569091797,167.87257385253906,243.73440551757812,63.658836364746094,59.1956787109375,160.87081909179688,50.35564041137695,194.45579528808594,160.2126007080078,605.4299926757812,77.83999633789062,25.755062103271484,72.89530944824219,388.6297607421875,88.30000305175781,228.49496459960938,486.71044921875,32.900001525878906,21.944149017333984,36.14228439331055,30.25370216369629,21.310070037841797,63.897281646728516,47.71540451049805,35.857051849365234,49.94493103027344,30.84701919555664,73.48802947998047,21.89004898071289,71.32088470458984,138.41648864746094,129.5607147216797,17.559999465942383,67.95933532714844,5.51800012588501,15.986967086791992,74.25169372558594,34.25,18.996601104736328,5.310999870300293,105.30021667480469,794.7999877929688,56.06010818481445,62.61857223510742,7.501999855041504,44.13377380371094,47.24040222167969,11.760000228881836,9.664999961853027,449.8209533691406,208.0238800048828,60.52964782714844,5.801000118255615,155.70249938964844,46.200889587402344,117.44426727294922,58.59912109375,327.397216796875,54.58000183105469,27.986867904663086,149.9195098876953,27.696727752685547,100.15589141845703,182.9499969482422,27.691072463989258,32.58662414550781,100.05009460449219,108.29000091552734,79.85443115234375,20.760000228881836,81.16999816894531,131.5814666748047,448.63128662109375,315.44720458984375,207.53164672851562,203.33453369140625,295.5199890136719,42.42630386352539,83.90306854248047,74.14620208740234,55.67084503173828,39.13621520996094,101.02389526367188,162.3791961669922,71.85646057128906,64.66313171386719,130.47409057617188,194.01983642578125,62.0885124206543
2022-01-11,123.22212219238281,359.9700012207031,80.91458129882812,150.31591796875,123.11866760253906,148.8518524169922,312.0451354980469,165.36199951171875,228.22802734375,203.13037109375,169.4571990966797,246.15130615234375,64.82946014404297,59.54121398925781,160.5744171142578,50.567378997802734,194.65972900390625,161.0311737060547,612.0999755859375,80.0199966430664,25.485328674316406,75.19832611083984,394.3439025878906,89.9800033569336,221.08827209472656,470.99517822265625,33.06999969482422,22.22260284423828,36.795631408691406,30.66864013671875,21.337472915649414,64.3968505859375,48.3073844909668,36.26200866699219,50.540138244628906,31.147478103637695,75.3175277709961,22.701091766357422,72.63668823242188,139.8583526611328,128.96945190429688,17.989999771118164,68.48910522460938,5.53000020980835,16.28418731689453,74.59728240966797,34.68000030517578,19.16162109375,5.308000087738037,105.55247497558594,800.4000244140625,57.260459899902344,63.21951675415039,7.589000225067139,44.27290344238281,48.06883239746094,12.037500381469727,9.760000228881836,454.25927734375,210.2362823486328,61.2387580871582,5.813000202178955,155.86068725585938,44.8929557800293,117.79768371582031,60.17420959472656,333.6842956542969,55.08000183105469,28.45606803894043,148.18234252929688,27.4401912689209,100.96967315673828,191.52000427246094,27.76591682434082,32.412986755371094,103.74668884277344,108.12999725341797,79.8825454711914,21.049999237060547,81.74500274658203,132.4580078125,452.490478515625,326.97991943359375,209.89120483398438,205.3021697998047,285.1199951171875,42.76138687133789,84.8238296508789,75.07352447509766,57.564483642578125,39.4796028137207,101.62835693359375,164.32626342773438,71.77225494384766,64.08075714111328,131.51229858398438,195.8889923095703,64.70010375976562
2022-01-12,123.5100326538086,362.904541015625,81.38328552246094,149.94361877441406,123.0897216796875,155.78431701660156,314.1221008300781,165.20700073242188,229.6108856201172,204.23387145996094,168.57791137695312,246.31121826171875,64.82946014404297,58.941070556640625,162.9647674560547,51.01010513305664,191.72653198242188,162.51766967773438,613.97998046875,80.31999969482422,25.503929138183594,75.9270248413086,395.4244384765625,87.94999694824219,221.03994750976562,471.4502258300781,33.47999954223633,22.429201126098633,37.269065856933594,30.899158477783203,21.666301727294922,65.31912994384766,48.551692962646484,36.59333419799805,50.818904876708984,31.438831329345703,76.81000518798828,23.398588180541992,72.96316528320312,141.4869842529297,130.35853576660156,18.190000534057617,68.4134292602539,5.526000022888184,16.14908790588379,74.71825408935547,34.75,19.21015739440918,5.309000015258789,105.57115936279297,808.1500244140625,58.207611083984375,63.88518142700195,7.629499912261963,44.699588775634766,48.40818786621094,12.142499923706055,9.817500114440918,455.46270751953125,208.67115783691406,61.70164489746094,5.817999839782715,156.74473571777344,44.35661315917969,117.71611785888672,61.47579574584961,332.57659912109375,55.28499984741211,28.334423065185547,148.5092010498047,27.44934844970703,101.19717407226562,187.1999969482422,27.82204246520996,32.67344665527344,102.30104064941406,108.40499877929688,79.85443115234375,21.450000762939453,82.47000122070312,131.95054626464844,457.0442810058594,324.9827880859375,211.19332885742188,204.0330352783203,282.0799865722656,42.81724166870117,85.67813873291016,75.171142578125,57.67372512817383,39.50821304321289,101.95460510253906,165.0992431640625,71.80033874511719,64.28411102294922,131.13739013671875,197.18075561523438,64.50967407226562
2022-01-13,121.36488342285156,347.6836853027344,81.8970718383789,148.8649444580078,121.68110656738281,153.47021484375,313.2798767089844,161.21400451660156,229.93141174316406,202.95767211914062,167.43775939941406,247.9851837158203,64.95523834228516,58.741031646728516,156.31004333496094,50.240142822265625,188.4728240966797,163.10098266601562,619.0800170898438,79.87999725341797,25.624845504760742,75.22531127929688,393.9934997558594,84.76000213623047,215.68313598632812,466.13433837890625,34.09000015258789,22.348358154296875,36.956600189208984,30.74240493774414,21.511022567749023,64.66584014892578,48.232215881347656,36.15156555175781,51.01479721069336,31.40241241455078,75.46196746826172,23.349925994873047,72.74551391601562,138.9728546142578,130.46176147460938,17.969999313354492,68.49857330322266,5.525000095367432,16.27518081665039,74.45039367675781,34.650001525878906,18.996601104736328,5.309000015258789,105.90748596191406,804.7000122070312,57.38236999511719,63.487632751464844,7.681000232696533,44.6810417175293,48.20856475830078,12.074999809265137,9.932499885559082,449.2143859863281,206.75823974609375,60.234195709228516,5.794000148773193,156.54930114746094,46.558448791503906,118.08765411376953,59.60831069946289,325.81048583984375,54.970001220703125,28.586402893066406,147.83676147460938,27.485998153686523,101.87095642089844,181.00999450683594,27.81268882751465,32.3165168762207,101.61217498779297,108.66500091552734,79.89191436767578,21.329999923706055,82.5199966430664,133.12228393554688,450.9757385253906,329.1533508300781,210.4982147216797,199.8223114013672,299.8399963378906,43.98075485229492,85.01366424560547,74.39024353027344,57.38240051269531,39.3556022644043,102.17528533935547,160.82351684570312,71.93132019042969,64.59841918945312,129.09950256347656,193.21737670898438,64.04718780517578
